AcquisitionID,AcquisitionMonth,AcquisitionMonthDate,AcquisitionYear,Company,Value (USD),ParentCompany
ACQ788,April,,2003,Neotonic Software,,Google
ACQ787,April,30,2003,PlaceWare,200000000,Microsoft
ACQ786,May,14,2003,Think Dynamics,,IBM
ACQ785,May,27,2003,G.A. Sullivan,,Microsoft
ACQ784,June,10,2003,GeCAD Software,,Microsoft
ACQ783,June,14,2003,"Overture Services, Inc.",1630000000,Yahoo
ACQ782,July,1,2003,Information Laboratory,,IBM
ACQ781,July,15,2003,Aptrix,,IBM
ACQ780,August,29,2003,3DO Co-High Heat Baseball,450000,Microsoft
ACQ78,February,29,2016,Resilient Systems,,IBM
ACQ779,September,30,2003,Kaltix,,Google
ACQ778,October,,2003,Genius Labs,,Google
ACQ777,October,,2003,Sprinks,,Google
ACQ776,October,17,2003,CrossAccess Corporation,,IBM
ACQ775,November,13,2003,"Productivity Solutions, Inc.",,IBM
ACQ774,December,17,2003,"Green Pasture Software, Inc.",,IBM
ACQ773,January,,2004,3721 Internet Assistant,120000000,Yahoo
ACQ772,March,26,2004,Kelkoo,579000000,Yahoo
ACQ771,April,6,2004,Trigo Technologies,,IBM
ACQ770,April,7,2004,Daksh e-Services,170000000,IBM
ACQ77,March,9,2016,MSQRD (Masquerade),,Facebook
ACQ769,April,13,2004,Business Continuity Services unit of Schlumberger,,IBM
ACQ768,April,22,2004,Encore Bus Solutions-IP Asts,,Microsoft
ACQ767,April,26,2004,ActiveViews,,Microsoft
ACQ766,May,10,2004,Ignite Logic,,Google
ACQ765,June,7,2004,Candle Corporation,,IBM
ACQ764,July,12,2004,Oddpost,30000000,Yahoo
ACQ763,July,13,2004,Picasa,,Google
ACQ762,July,14,2004,Alphablox Corporation,,IBM
ACQ761,July,16,2004,Lookout Software,,Microsoft
ACQ760,July,29,2004,Cyanea Systems,,IBM
ACQ76,March,18,2016,Optevia,,IBM
ACQ759,September,,2004,ZipDash,,Google
ACQ758,September,14,2004,Musicmatch Jukebox,160000000,Yahoo
ACQ757,October,,2004,Where2,,Google
ACQ756,October,2,2004,The All-Seeing Eye,,Yahoo
ACQ755,October,7,2004,Venetica,,IBM
ACQ754,October,22,2004,Stata Labs,,Yahoo
ACQ753,October,27,2004,"Keyhole, Inc",,Google
ACQ752,November,19,2004,Systemcorp ALG Ltd.,,IBM
ACQ751,November,23,2004,Liberty Insurance Services,,IBM
ACQ750,December,1,2004,Maersk Data and DMdata from Maersk,,IBM
ACQ75,March,31,2016,Blue Wolf Group LLC,200000000,IBM
ACQ749,December,7,2004,WUF Networks,,Yahoo
ACQ748,December,13,2004,KeyMRO,,IBM
ACQ747,December,16,2004,GIANT Company Software,,Microsoft
ACQ746,January,7,2005,Systems Research & Development,,IBM
ACQ745,February,11,2005,Verdisoft,58000000,Yahoo
ACQ744,March,,2005,Schemasoft,,Apple
ACQ743,March,2,2005,en'tegrate,,Microsoft
ACQ742,March,4,2005,Stadeon,,Yahoo
ACQ741,March,16,2005,Corio,182000000,IBM
ACQ740,March,20,2005,Ludicorp,40000000,Yahoo
ACQ74,April,9,2016,Peer,,Twitter
ACQ739,March,28,2005,Urchin Software Corporation,,Google
ACQ738,April,,2005,FingerWorks,,Apple
ACQ737,April,9,2005,Groove Networks,,Microsoft
ACQ736,April,12,2005,TeRespondo,,Yahoo
ACQ735,April,29,2005,Ascential Software Corporation,1100000000,IBM
ACQ734,May,10,2005,Gluecode Software,,IBM
ACQ733,May,11,2005,MessageCast,7000000,Microsoft
ACQ732,May,12,2005,Dodgeball,,Google
ACQ731,May,31,2005,Tsinghua-Shenxun-Cert Asts,15000000,Microsoft
ACQ730,June,14,2005,blo.gs,,Yahoo
ACQ73,May,2,2016,Synergyse,,Google
ACQ729,June,14,2005,Dialpad,,Yahoo
ACQ728,June,21,2005,Sybari Software,,Microsoft
ACQ727,June,23,2005,Meiosys,,IBM
ACQ726,July,,2005,Reqwireless,,Google
ACQ725,July,19,2005,Akwan Information Technologies,,Google
ACQ724,July,25,2005,"PureEdge Solutions, Inc.",,IBM
ACQ723,July,25,2005,Konfabulator,,Yahoo
ACQ722,July,27,2005,Isogon Corporation,,IBM
ACQ721,August,2,2005,DWL,,IBM
ACQ720,August,17,2005,Android Inc.,50000000,Google
ACQ72,May,3,2016,Solair,,Microsoft
ACQ719,August,23,2005,facebook.com domain name,200000,Facebook
ACQ718,August,29,2005,Teleo,,Microsoft
ACQ717,August,31,2005,FrontBridge Technologies,,Microsoft
ACQ716,September,19,2005,Alacris,,Microsoft
ACQ715,October,4,2005,Upcoming.org,,Yahoo
ACQ714,October,14,2005,"DataPower Technology, Inc.",,IBM
ACQ713,October,18,2005,Whereonearth,,Yahoo
ACQ712,November,,2005,Skia Inc.,,Google
ACQ711,November,1,2005,"iPhrase Systems, Inc.",,IBM
ACQ710,November,3,2005,media-streams.com,,Microsoft
ACQ71,May,23,2016,Two Big Ears,,Facebook
ACQ709,November,10,2005,Network Solutions Pvt Ltd,,IBM
ACQ708,November,15,2005,"Collation, Inc.",,IBM
ACQ707,November,17,2005,5th Finger,3153000,Microsoft
ACQ706,December,12,2005,del.icio.us,20000000,Yahoo
ACQ705,December,20,2005,"Bowstreet, Inc.",,IBM
ACQ704,December,27,2005,Phatbits,,Google
ACQ703,December,31,2005,bruNET GmbH,,Google
ACQ702,December,31,2005,allPAY GmbH,,Google
ACQ701,January,9,2006,Webjay,,Yahoo
ACQ700,January,17,2006,dMarc Broadcasting,102000000,Google
ACQ70,June,1,2016,EZSource,,IBM
ACQ7,December,11,2017,Shazam,,Apple
ACQ699,January,17,2006,SearchFox,,Yahoo
ACQ698,January,19,2006,UMT-Software and IP Assets,,Microsoft
ACQ697,January,20,2006,"CIMS Lab, Inc.",,IBM
ACQ696,January,27,2006,ARGUS Semiconductor Software From INFICON,,IBM
ACQ695,Feburary,8,2006,"Viacore, Inc.",,IBM
ACQ694,February,13,2006,Seadragon Software,,Microsoft
ACQ693,February,13,2006,MotionBridge,17858000,Microsoft
ACQ692,February,14,2006,Measure Map,,Google
ACQ691,Feburary,14,2006,"Micromuse, Inc.",865000000,IBM
ACQ690,March,7,2006,Onfolio,,Microsoft
ACQ69,June,20,2016,Magic Pony Technology,150000000,Twitter
ACQ689,March,7,2006,Apptimum,,Microsoft
ACQ688,March,9,2006,Upstartle,,Google
ACQ687,March,14,2006,@Last Software,,Google
ACQ686,March,16,2006,Language Analysis Systems,,IBM
ACQ685,April,6,2006,Lionhead Studios,,Microsoft
ACQ684,April,9,2006,Orion,,Google
ACQ683,April,18,2006,Meedio,,Yahoo
ACQ682,April,26,2006,AssetMetrix,,Microsoft
ACQ681,May,2,2006,"BuildForge, Inc.",,IBM
ACQ680,May,4,2006,Vexcel,,Microsoft
ACQ68,June,22,2016,Webpass,,Google
ACQ679,May,4,2006,Massive Incorporated,,Microsoft
ACQ678,May,5,2006,"Unicorn Solutions, Inc.",,IBM
ACQ677,May,15,2006,DeepMetrix,,Microsoft
ACQ676,June,1,2006,2Web Technologies,,Google
ACQ675,June,6,2006,ProClarity,,Microsoft
ACQ674,June,27,2006,iView Multimedia,,Microsoft
ACQ673,June,27,2006,Rembo Technology,,IBM
ACQ672,July,17,2006,Softricity,,Microsoft
ACQ671,July,18,2006,Winternals Software,,Microsoft
ACQ670,July,26,2006,Whale Communications,,Microsoft
ACQ67,July,6,2016,Moodstocks,,Google
ACQ669,August,1,2006,"Webify Solutions, Inc",,IBM
ACQ668,August,15,2006,Neven Vision Germany GmbH,,Google
ACQ667,September,6,2006,Global Value Solutions,,IBM
ACQ666,September,26,2006,Gteko,,Microsoft
ACQ665,September,27,2006,Jumpcut.com,,Yahoo
ACQ664,October,2,2006,DesktopStandard,,Microsoft
ACQ663,October,4,2006,DORANA product line from Ubiquity Pty Limited,,IBM
ACQ662,October,5,2006,MRO Software,740000000,IBM
ACQ661,October,9,2006,YouTube,1650000000,Google
ACQ660,October,12,2006,Colloquis,,Microsoft
ACQ66,July,8,2016,Anvato,,Google
ACQ659,October,12,2006,FileNet Corporation,1600000000,IBM
ACQ658,October,16,2006,Silicon Color,,Apple
ACQ657,October,17,2006,AdInterax,,Yahoo
ACQ656,October,20,2006,Palisades Technology Partners,,IBM
ACQ655,October,20,2006,Internet Security Systems (ISS),1300000000,IBM
